budget_total;Value;data
0.361;Audio_TOTAL_Clicks;0.365527574
0.362;Audio_TOTAL_Clicks;0.369343957
0.363;Audio_TOTAL_Clicks;0.373086498
0.364;Audio_TOTAL_Clicks;0.376765522
0.365;Audio_TOTAL_Clicks;0.380464217
0.366;Audio_TOTAL_Clicks;0.384301242
0.367;Audio_TOTAL_Clicks;0.387796921
0.368;Audio_TOTAL_Clicks;0.391430539
0.369;Audio_TOTAL_Clicks;0.395040048
0.37;Audio_TOTAL_Clicks;0.398792961
0.371;Audio_TOTAL_Clicks;0.402199954
0.372;Audio_TOTAL_Clicks;0.405754643
0.373;Audio_TOTAL_Clicks;0.409285029
0.374;Audio_TOTAL_Clicks;0.412805319
0.375;Audio_TOTAL_Clicks;0.417579866
0.376;Audio_TOTAL_Clicks;0.419723393
0.377;Audio_TOTAL_Clicks;0.423151965
0.378;Audio_TOTAL_Clicks;0.426588581
0.379;Audio_TOTAL_Clicks;0.429920754
0.38;Audio_TOTAL_Clicks;0.433286067
0.381;Audio_TOTAL_Clicks;0.43653539
0.382;Audio_TOTAL_Clicks;0.44006003
0.383;Audio_TOTAL_Clicks;0.443074255
0.384;Audio_TOTAL_Clicks;0.44630171
0.385;Audio_TOTAL_Clicks;0.448699988
0.386;Audio_TOTAL_Clicks;0.452699956
0.387;Audio_TOTAL_Clicks;0.455872335
0.388;Audio_TOTAL_Clicks;0.458833016
0.389;Audio_TOTAL_Clicks;0.462156312
0.39;Audio_TOTAL_Clicks;0.465288225
0.391;Audio_TOTAL_Clicks;0.46834148
0.392;Audio_TOTAL_Clicks;0.471459431
0.393;Audio_TOTAL_Clicks;0.47452617
0.394;Audio_TOTAL_Clicks;0.477570199
0.395;Audio_TOTAL_Clicks;0.480728491
0.396;Audio_TOTAL_Clicks;0.483612895
0.397;Audio_TOTAL_Clicks;0.48660749
0.398;Audio_TOTAL_Clicks;0.489584681
0.399;Audio_TOTAL_Clicks;0.492546066
0.4;Audio_TOTAL_Clicks;0.495490509
0.401;Audio_TOTAL_Clicks;0.498729268
0.402;Audio_TOTAL_Clicks;0.501329898
0.403;Audio_TOTAL_Clicks;0.50422567
0.404;Audio_TOTAL_Clicks;0.507114444
0.405;Audio_TOTAL_Clicks;0.512533486
0.406;Audio_TOTAL_Clicks;0.512814443
0.407;Audio_TOTAL_Clicks;0.515645553
0.408;Audio_TOTAL_Clicks;0.518460985
0.409;Audio_TOTAL_Clicks;0.521260777
0.41;Audio_TOTAL_Clicks;0.524045053
0.411;Audio_TOTAL_Clicks;0.526814088
0.412;Audio_TOTAL_Clicks;0.529567484
0.413;Audio_TOTAL_Clicks;0.531740073
0.414;Audio_TOTAL_Clicks;0.535028528
0.415;Audio_TOTAL_Clicks;0.53773112
0.416;Audio_TOTAL_Clicks;0.540431333
0.417;Audio_TOTAL_Clicks;0.543110553
0.418;Audio_TOTAL_Clicks;0.545775734
0.419;Audio_TOTAL_Clicks;0.548403871
0.42;Audio_TOTAL_Clicks;0.551145221
0.421;Audio_TOTAL_Clicks;0.553683443
0.422;Audio_TOTAL_Clicks;0.556287559
0.423;Audio_TOTAL_Clicks;0.558883712
0.424;Audio_TOTAL_Clicks;0.552545718
0.425;Audio_TOTAL_Clicks;0.564025633
0.426;Audio_TOTAL_Clicks;0.566575305
0.427;Audio_TOTAL_Clicks;0.569133177
0.428;Audio_TOTAL_Clicks;0.571637813
0.429;Audio_TOTAL_Clicks;0.574147972
0.43;Audio_TOTAL_Clicks;0.576644702
0.431;Audio_TOTAL_Clicks;0.579128188
0.432;Audio_TOTAL_Clicks;0.581601542
0.433;Audio_TOTAL_Clicks;0.584055669
0.434;Audio_TOTAL_Clicks;0.586499799
0.435;Audio_TOTAL_Clicks;0.588931297
0.436;Audio_TOTAL_Clicks;0.59095339
0.437;Audio_TOTAL_Clicks;0.593766198
0.438;Audio_TOTAL_Clicks;0.59614711
0.439;Audio_TOTAL_Clicks;0.598527267
0.44;Audio_TOTAL_Clicks;0.600893629
0.441;Audio_TOTAL_Clicks;0.603249881
0.442;Audio_TOTAL_Clicks;0.605592457
0.443;Audio_TOTAL_Clicks;0.607923365
0.444;Audio_TOTAL_Clicks;0.610320459
0.445;Audio_TOTAL_Clicks;0.612547499
0.446;Audio_TOTAL_Clicks;0.614841434
0.447;Audio_TOTAL_Clicks;0.617123607
0.448;Audio_TOTAL_Clicks;0.619394108
0.449;Audio_TOTAL_Clicks;0.62165335
0.45;Audio_TOTAL_Clicks;0.623899155
0.451;Audio_TOTAL_Clicks;0.62613338
0.452;Audio_TOTAL_Clicks;0.628357665
0.453;Audio_TOTAL_Clicks;0.630570053
0.454;Audio_TOTAL_Clicks;0.632773297
0.455;Audio_TOTAL_Clicks;0.634955197
0.456;Audio_TOTAL_Clicks;0.63713818
0.457;Audio_TOTAL_Clicks;0.639347316
0.458;Audio_TOTAL_Clicks;0.641454928
0.459;Audio_TOTAL_Clicks;0.643605745
0.46;Audio_TOTAL_Clicks;0.645738487
0.461;Audio_TOTAL_Clicks;0.647859201
0.462;Audio_TOTAL_Clicks;0.649974012
0.463;Audio_TOTAL_Clicks;0.652076062
0.464;Audio_TOTAL_Clicks;0.654166489
0.465;Audio_TOTAL_Clicks;0.656246699
0.466;Audio_TOTAL_Clicks;0.658316082
0.467;Audio_TOTAL_Clicks;0.660375232
0.468;Audio_TOTAL_Clicks;0.662423748
0.469;Audio_TOTAL_Clicks;0.664462089
0.47;Audio_TOTAL_Clicks;0.666491083
0.471;Audio_TOTAL_Clicks;0.668507808
0.472;Audio_TOTAL_Clicks;0.670515286
0.473;Audio_TOTAL_Clicks;0.672513173
0.474;Audio_TOTAL_Clicks;0.674518932
0.475;Audio_TOTAL_Clicks;0.676471888
0.476;Audio_TOTAL_Clicks;0.678446092
0.477;Audio_TOTAL_Clicks;0.680403514
0.478;Audio_TOTAL_Clicks;0.682373069
0.479;Audio_TOTAL_Clicks;0.684289779
0.48;Audio_TOTAL_Clicks;0.686248582
0.481;Audio_TOTAL_Clicks;0.688141449
0.482;Audio_TOTAL_Clicks;0.690047444
0.483;Audio_TOTAL_Clicks;0.691947366
0.484;Audio_TOTAL_Clicks;0.693838094
0.485;Audio_TOTAL_Clicks;0.695719291
0.486;Audio_TOTAL_Clicks;0.697590228
0.487;Audio_TOTAL_Clicks;0.699451017
0.488;Audio_TOTAL_Clicks;0.701308415
0.489;Audio_TOTAL_Clicks;0.703153803
