;IMP_display_hienz_budget;IMP_olv_hienz_budget;IMP_agents_budget;IMP_social_hienz_budget;TV_hienz_grp;TV_sponsor_hienz_grp;Investment;IMP_display_hienz_budget_ROAS;IMP_olv_hienz_budget_ROAS;IMP_agents_budget_ROAS;IMP_social_hienz_budget_ROAS;TV_hienz_grp_ROAS;TV_sponsor_hienz_grp_ROAS
552;623.8612846;921.4507397;686.2474131;644.6566608;1294.114106;732.4508844;552000000;-240.0693577;-91.27463013;-208.8762935;-229.6716696;95.05705277;-185.7745578
553;623.9138538;921.6091652;686.3052392;644.7109823;1295.59951;732.4788145;553000000;-241.0430731;-92.19541739;-209.8473804;-230.6445089;94.79975489;-186.7605928
554;623.9659868;921.766538;686.3625855;644.764853;1297.082625;732.5064638;554000000;-242.0170066;-93.11673098;-210.8187073;-231.6175735;94.5413127;-187.7467681
555;624.0176871;921.9228652;686.4194558;644.8182767;1298.563456;732.533835;555000000;-242.9911565;-94.0385674;-211.7902721;-232.5908617;94.28172797;-188.7330825
556;624.0689584;922.0781537;686.4758542;644.871257;1300.042005;732.560931;556000000;-243.9655208;-94.96092317;-212.7620729;-233.5643715;94.02100245;-189.7195345
557;624.1198041;922.2324103;686.5317846;644.9237976;1301.518276;732.5877546;557000000;-244.9400979;-95.88379485;-213.7341077;-234.5381012;93.75913791;-190.7061227
558;624.170228;922.385642;686.5872508;644.9759022;1302.992272;732.6143085;558000000;-245.914886;-96.80717901;-214.7063746;-235.5120489;93.49613609;-191.6928458
559;624.2202334;922.5378555;686.6422567;645.0275745;1304.463998;732.6405953;559000000;-246.8898833;-97.73107225;-215.6788717;-236.4862128;93.23199875;-192.6797023
560;624.2698237;922.6890577;686.6968061;645.0788179;1305.933455;732.6666178;560000000;-247.8650881;-98.65547117;-216.6515969;-237.4605911;92.96672765;-193.6666911
561;624.3190026;922.8392551;686.7509029;645.129636;1307.400649;732.6923787;561000000;-248.8404987;-99.58037243;-217.6245486;-238.435182;92.70032452;-194.6538106
562;624.3677733;922.9884546;686.8045507;645.1800325;1308.865582;732.7178806;562000000;-249.8161133;-100.5057727;-218.5977247;-239.4099838;92.43279112;-195.6410597
563;624.4161393;923.1366628;686.8577533;645.2300107;1310.328258;732.743126;563000000;-250.7919303;-101.4316686;-219.5711234;-240.3849947;92.16412917;-196.628437
564;624.464104;923.2838862;686.9105144;645.2795741;1311.788681;732.7681175;564000000;-251.767948;-102.3580569;-220.5447428;-241.3602129;91.89434043;-197.6159412
565;624.5116706;923.4301313;686.9628376;645.3287262;1313.246853;732.7928578;565000000;-252.7441647;-103.2849343;-221.5185812;-242.3356369;91.62342663;-198.6035711
566;624.5588424;923.5754048;687.0147266;645.3774705;1314.702779;732.8173493;566000000;-253.7205788;-104.2122976;-222.4926367;-243.3112648;91.3513895;-199.5913253
567;624.6056228;923.7197129;687.0661851;645.4258102;1316.156462;732.8415945;567000000;-254.6971886;-105.1401435;-223.4669075;-244.2870949;91.07823077;-200.5792027
568;624.6520149;923.8630622;687.1172164;645.4737488;1317.607904;732.865596;568000000;-255.6739925;-106.0684689;-224.4413918;-245.2631256;90.80395217;-201.567202
569;624.6980221;924.005459;687.1678243;645.5212895;1319.057111;732.8893561;569000000;-256.6509889;-106.9972705;-225.4160878;-246.2393552;90.52855542;-202.555322
570;624.7436475;924.1469097;687.2180122;645.5684357;1320.504085;732.9128773;570000000;-257.6281763;-107.9265451;-226.3909939;-247.2157821;90.25204226;-203.5435614
571;624.7888942;924.2874205;687.2677836;645.6151907;1321.948829;732.936162;571000000;-258.6055529;-108.8562897;-227.3661082;-248.1924047;89.97441439;-204.531919
572;624.8337655;924.4269977;687.317142;645.6615576;1323.391347;732.9592125;572000000;-259.5831173;-109.7865012;-228.341429;-249.1692212;89.69567354;-205.5203937
573;624.8782643;924.5656474;687.3660908;645.7075398;1324.831643;732.9820313;573000000;-260.5608678;-110.7171763;-229.3169546;-250.1462301;89.41582141;-206.5089844
574;624.9223939;924.7033759;687.4146333;645.7531404;1326.269719;733.0046206;574000000;-261.538803;-111.648312;-230.2926833;-251.1234298;89.13485973;-207.4976897
575;624.9661573;924.8401893;687.462773;645.7983625;1327.70558;733.0269828;575000000;-262.5169214;-112.5799053;-231.2686135;-252.1008187;88.85279021;-208.4865086
576;625.0095575;924.9760936;687.5105132;645.8432094;1329.139229;733.0491201;576000000;-263.4952213;-113.5119532;-232.2447434;-253.0783953;88.56961454;-209.4754399
577;625.0525975;925.1110949;687.5578573;645.8876841;1330.570669;733.0710349;577000000;-264.4737012;-114.4444526;-233.2210714;-254.056158;88.28533444;-210.4644826
578;625.0952804;925.2451992;687.6048084;645.9317897;1331.999903;733.0927292;578000000;-265.4523598;-115.3774004;-234.1975958;-255.0341052;87.9999516;-211.4536354
579;625.137609;925.3784124;687.6513699;645.9755293;1333.426935;733.1142055;579000000;-266.4311955;-116.3107938;-235.1743151;-256.0122354;87.71346772;-212.4428973
580;625.1795863;925.5107405;687.697545;646.0189059;1334.851769;733.1354657;580000000;-267.4102068;-117.2446298;-236.1512275;-256.9905471;87.42588451;-213.4322671
581;625.2212154;925.6421893;687.7433369;646.0619225;1336.274407;733.1565123;581000000;-268.3893923;-118.1789053;-237.1283316;-257.9690387;87.13720365;-214.4217439
582;625.2624989;925.7727647;687.7887488;646.1045822;1337.694854;733.1773471;582000000;-269.3687506;-119.1136176;-238.1056256;-258.9477089;86.84742683;-215.4113264
583;625.3034398;925.9024726;687.8337838;646.1468878;1339.113112;733.1979725;583000000;-270.3482801;-120.0487637;-239.0831081;-259.9265561;86.55655575;-216.4010137
584;625.344041;926.0313185;687.8784451;646.1888424;1340.529184;733.2183905;584000000;-271.3279795;-120.9843407;-240.0607774;-260.9055788;86.26459209;-217.3908047
585;625.3843053;926.1593084;687.9227358;646.2304488;1341.943075;733.2386032;585000000;-272.3078474;-121.9203458;-241.0386321;-261.8847756;85.97153754;-218.3806984
586;625.4242354;926.2864478;687.9666589;646.2717099;1343.354788;733.2586126;586000000;-273.2878823;-122.8567761;-242.0166706;-262.8641451;85.67739376;-219.3706937
587;625.4638341;926.4127425;688.0102175;646.3126286;1344.764325;733.2784209;587000000;-274.268083;-123.7936288;-242.9948912;-263.8436857;85.38216245;-220.3607896
588;625.5031042;926.538198;688.0534146;646.3532077;1346.171691;733.29803;588000000;-275.2484479;-124.730901;-243.9732927;-264.8233962;85.08584528;-221.350985
589;625.5420484;926.6628199;688.0962533;646.3934501;1347.576888;733.3174418;589000000;-276.2289758;-125.6685901;-244.9518734;-265.803275;84.78844392;-222.3412791
590;625.5806695;926.7866137;688.1387364;646.4333585;1348.97992;733.3366585;590000000;-277.2096653;-126.6066931;-245.9306318;-266.7833208;84.48996004;-223.3316707
591;625.61897;926.909585;688.180867;646.4729357;1350.380791;733.355682;591000000;-278.190515;-127.5452075;-246.9095665;-267.7635322;84.19039531;-224.322159
592;625.6569527;927.0317392;688.222648;646.5121845;1351.779503;733.3745142;592000000;-279.1715237;-128.4841304;-247.888676;-268.7439078;83.8897514;-225.3127429
593;625.6946202;927.1530818;688.2640822;646.5511075;1353.17606;733.393157;593000000;-280.1526899;-129.4234591;-248.8679589;-269.7244462;83.58802996;-226.3034215
594;625.7319751;927.2736181;688.3051726;646.5897076;1354.570465;733.4116124;594000000;-281.1340125;-130.3631909;-249.8474137;-270.7051462;83.28523266;-227.2941938
595;625.76902;927.3933535;688.345922;646.6279873;1355.962722;733.4298822;595000000;-282.11549;-131.3033232;-250.827039;-271.6860064;82.98136115;-228.2850589
596;625.8057574;927.5122933;688.3863332;646.6659493;1357.352834;733.4479683;596000000;-283.0971213;-132.2438533;-251.8068334;-272.6670253;82.6764171;-229.2760158
597;625.84219;927.6304429;688.426409;646.7035964;1358.740804;733.4658725;597000000;-284.078905;-133.1847786;-252.7867955;-273.6482018;82.37040214;-230.2670637
598;625.8783203;927.7478073;688.4661523;646.740931;1360.126636;733.4835967;598000000;-285.0608399;-134.1260963;-253.7669238;-274.6295345;82.06331794;-231.2582016
599;625.9141507;927.864392;688.5055658;646.7779557;1361.510332;733.5011427;599000000;-286.0429247;-135.067804;-254.7472171;-275.6110221;81.75516615;-232.2494286
